Referencia;Name;T Día natural;Valor neto pedidos;Cantidad en unidades (pedidos)
122432;ESPEJO POLIPROPILENO BLANCO;07.02.2019;59,17;4
122432;ESPEJO POLIPROPILENO BLANCO;08.02.2019;14,79;1
122432;ESPEJO POLIPROPILENO BLANCO;19.02.2019;13,97;1
122432;ESPEJO POLIPROPILENO BLANCO;20.02.2019;13,97;1
122432;ESPEJO POLIPROPILENO BLANCO;27.02.2019;16,45;1
122432;ESPEJO POLIPROPILENO BLANCO;19.03.2019;16,45;1
122433;ESPEJO POLIPROPILENO NEGRO;17.11.2017;52,46;3
122433;ESPEJO POLIPROPILENO NEGRO;14.12.2017;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;09.01.2018;16,45;1
122433;ESPEJO POLIPROPILENO NEGRO;05.05.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;06.06.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;01.07.2018;41,16;2
122433;ESPEJO POLIPROPILENO NEGRO;30.07.2018;18,51;1
122433;ESPEJO POLIPROPILENO NEGRO;22.08.2018;74,05;4
122433;ESPEJO POLIPROPILENO NEGRO;24.09.2018;18,52;1
122433;ESPEJO POLIPROPILENO NEGRO;02.10.2018;18,52;1
122433;ESPEJO POLIPROPILENO NEGRO;05.10.2018;18,52;1
122433;ESPEJO POLIPROPILENO NEGRO;07.10.2018;37,04;2
122433;ESPEJO POLIPROPILENO NEGRO;15.10.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;17.10.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;21.10.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;24.10.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;29.10.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;08.11.2018;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;21.11.2018;18,51;1
122433;ESPEJO POLIPROPILENO NEGRO;03.02.2019;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;14.02.2019;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;10.03.2019;20,58;1
122433;ESPEJO POLIPROPILENO NEGRO;21.03.2019;20,58;1
122434;ESPEJO POLIPROPILENO CREMA;31.10.2017;19,6;1
122434;ESPEJO POLIPROPILENO CREMA;05.11.2017;19,6;1
122434;ESPEJO POLIPROPILENO CREMA;09.11.2017;39,21;2
122434;ESPEJO POLIPROPILENO CREMA;12.11.2017;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;13.11.2017;19,6;1
122434;ESPEJO POLIPROPILENO CREMA;17.11.2017;19,6;1
122434;ESPEJO POLIPROPILENO CREMA;19.11.2017;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;01.12.2017;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;06.12.2017;69,18;3
122434;ESPEJO POLIPROPILENO CREMA;13.12.2017;46,12;2
122434;ESPEJO POLIPROPILENO CREMA;27.12.2017;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;11.01.2018;18,43;1
122434;ESPEJO POLIPROPILENO CREMA;16.04.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;10.05.2018;58,79;3
122434;ESPEJO POLIPROPILENO CREMA;23.05.2018;19,6;1
122434;ESPEJO POLIPROPILENO CREMA;06.06.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;18.06.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;27.06.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;20.07.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;23.08.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;10.09.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;11.09.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;13.09.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;14.09.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;19.09.2018;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;22.09.2018;20,75;1
122434;ESPEJO POLIPROPILENO CREMA;25.09.2018;20,75;1
122434;ESPEJO POLIPROPILENO CREMA;04.10.2018;41,5;2
122434;ESPEJO POLIPROPILENO CREMA;02.02.2019;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;06.02.2019;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;10.02.2019;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;12.02.2019;23,05;1
122434;ESPEJO POLIPROPILENO CREMA;07.03.2019;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;11.03.2019;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;12.03.2019;23,06;1
122434;ESPEJO POLIPROPILENO CREMA;14.03.2019;20,75;1
122434;ESPEJO POLIPROPILENO CREMA;22.03.2019;20,75;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;23.11.2017;13,27;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;27.11.2017;13,27;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;27.12.2017;15,62;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;25.01.2018;12,48;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;26.03.2018;15,63;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;25.06.2018;15,62;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;07.08.2018;14,05;1
122435;SET BAÑO 3 PIEZAS CERÁMICA GRIS;10.01.2019;14,05;1
122436;ESCOBILLERO CERÁMICA GRIS;19.12.2017;13,14;1
122436;ESCOBILLERO CERÁMICA GRIS;26.03.2018;13,14;1
122436;ESCOBILLERO CERÁMICA GRIS;07.08.2018;13,14;1
122437;ESCOBILLERO CERÁMICA BLANCO;05.07.2018;13,14;1
122437;ESCOBILLERO CERÁMICA BLANCO;26.11.2018;9,83;1
122437;ESCOBILLERO CERÁMICA BLANCO;20.12.2018;11,82;1
122437;ESCOBILLERO CERÁMICA BLANCO;10.01.2019;11,82;1
122441;JARRÓN CERÁMICA BLANCO;14.03.2018;13,97;1
122441;JARRÓN CERÁMICA BLANCO;27.04.2018;13,97;1
122441;JARRÓN CERÁMICA BLANCO;29.07.2018;13,97;1
122441;JARRÓN CERÁMICA BLANCO;29.11.2018;13,97;1
122442;JARRÓN CERÁMICA BLANCO;14.03.2018;17,27;1
122442;JARRÓN CERÁMICA BLANCO;09.01.2019;15,54;1
122442;JARRÓN CERÁMICA BLANCO;27.01.2019;31,07;2
122443;JARRÓN CERÁMICA BLANCO;07.01.2018;13,14;1
122443;JARRÓN CERÁMICA BLANCO;29.08.2018;13,14;1
122443;JARRÓN CERÁMICA BLANCO;03.10.2018;13,14;1
122443;JARRÓN CERÁMICA BLANCO;19.11.2018;13,14;1
122443;JARRÓN CERÁMICA BLANCO;26.11.2018;11,82;1
122443;JARRÓN CERÁMICA BLANCO;08.12.2018;13,14;1
122444;JARRÓN CERÁMICA BLANCO;07.01.2018;15,12;1
122444;JARRÓN CERÁMICA BLANCO;29.08.2018;17,02;1
122444;JARRÓN CERÁMICA BLANCO;03.10.2018;18,93;1
122446;JARRÓN CERÁMICA BLANCO;30.01.2019;13,14;1
122450;PLANTA ORQUÍDEA POLIESTER BLANCO;20.11.2017;14,68;1
122450;PLANTA ORQUÍDEA POLIESTER BLANCO;21.11.2017;14,68;1
122450;PLANTA ORQUÍDEA POLIESTER BLANCO;27.03.2018;15,55;1
122450;PLANTA ORQUÍDEA POLIESTER BLANCO;10.08.2018;15,54;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;05.11.2017;21,01;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;10.01.2018;19,75;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;13.03.2018;24,71;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;12.04.2018;24,71;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;26.04.2018;24,72;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;09.05.2018;24,71;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;25.09.2018;24,71;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;03.10.2018;24,71;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;27.10.2018;24,71;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;17.01.2019;21,12;1
122451;PLANTA ORQUÍDEA POLIESTER BLANCO;26.01.2019;44,47;2
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;02.01.2018;27,19;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;04.01.2018;27,19;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;17.03.2018;27,19;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;29.06.2018;27,19;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;18.09.2018;81,57;3
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;03.10.2018;27,19;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;21.10.2018;27,19;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;12.02.2019;20,82;1
122452;PLANTA ORQUÍDEA POLIESTER BLANCO;05.03.2019;27,19;1
122453;PLANTA DALIA POLIESTER BLANCO;20.11.2018;22,89;1
122453;PLANTA DALIA POLIESTER BLANCO;27.01.2019;22,89;1
122453;PLANTA DALIA POLIESTER BLANCO;29.01.2019;22,89;1
122454;PLANTA DALIA POLIESTER BLANCO;21.03.2019;18,51;1
122455;PLANTA DALIA POLIESTER BLANCO;17.11.2018;19,75;1
122456;ALFOMBRA SHEEPSKIN ROSA;21.01.2018;16,45;1
122456;ALFOMBRA SHEEPSKIN ROSA;03.02.2018;16,45;1
122456;ALFOMBRA SHEEPSKIN ROSA;25.02.2018;20,58;1
122456;ALFOMBRA SHEEPSKIN ROSA;11.07.2018;18,51;1
122456;ALFOMBRA SHEEPSKIN ROSA;16.10.2018;20,58;1
122456;ALFOMBRA SHEEPSKIN ROSA;21.12.2018;20,58;1
122457;ALFOMBRA SHEEPSKIN BLANCO;19.11.2017;17,5;1
122457;ALFOMBRA SHEEPSKIN BLANCO;12.12.2017;20,58;1
122457;ALFOMBRA SHEEPSKIN BLANCO;31.01.2018;16,45;1
122457;ALFOMBRA SHEEPSKIN BLANCO;17.05.2018;20,58;1
122458;ALFOMBRA SHEEPSKIN GRIS;08.12.2017;20,58;1
122458;ALFOMBRA SHEEPSKIN GRIS;24.01.2018;16,45;1
122458;ALFOMBRA SHEEPSKIN GRIS;15.03.2018;20,58;1
122464;COJÍN JACQUARD FLOWER ALGODÓN-POLIÉSTER;17.11.2018;10,5;1
122464;COJÍN JACQUARD FLOWER ALGODÓN-POLIÉSTER;23.11.2018;20,99;2
122465;COJÍN JACQUARD FLOWER ALGODÓN-POLIÉSTER;25.11.2018;25,12;2
122467;COJÍN JACQUARD FLOWER ALGODÓN-POLIÉSTER;24.11.2017;11,88;1
122467;COJÍN JACQUARD FLOWER ALGODÓN-POLIÉSTER;16.04.2018;27,93;2
122468;COJÍN JACQUARD FLOWER ALGODÓN-POLIÉSTER;16.04.2018;13,97;1
122471;COJÍN JACQUARD LEAF ALGODÓN-POLIÉSTER;01.11.2017;27,94;2
122471;COJÍN JACQUARD LEAF ALGODÓN-POLIÉSTER;23.11.2018;20,99;2
122472;COJÍN JACQUARD LEAF ALGODÓN-POLIÉSTER;21.02.2019;11,93;1
122475;CORTINA CHENILLA DUNIA POLIESTER GRIS;16.01.2019;62,32;2
122476;COJÍN CHENILLA DUNIA POLIESTER GRIS;01.11.2018;14,79;1
122476;COJÍN CHENILLA DUNIA POLIESTER GRIS;04.12.2018;14,79;1
122476;COJÍN CHENILLA DUNIA POLIESTER GRIS;26.12.2018;14,79;1
122477;COJÍN CHENILLA DUNIA POLIESTER GRIS;23.11.2017;33,5;3
122478;CORTINA CHENILLA SONNET POLIESTER GRIS;03.12.2017;34,63;1
122480;COJÍN CHENILLA SONNET POLIESTER GRIS;13.11.2018;26,28;2
122481;S/3 TARRO BOROSILICATO;30.01.2018;14,46;1
122481;S/3 TARRO BOROSILICATO;08.02.2018;13,55;1
122481;S/3 TARRO BOROSILICATO;18.02.2018;13,55;1
122481;S/3 TARRO BOROSILICATO;28.08.2018;16,28;1
122482;PORTAFOTOS 10X15 ORO;01.10.2017;12,31;1
122483;PORTAFOTOS 13X18 ORO;29.09.2017;11,87;1
122483;PORTAFOTOS 13X18 ORO;10.10.2017;13,97;1
122483;PORTAFOTOS 13X18 ORO;15.12.2017;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;26.10.2017;27,93;2
122487;CENTRO MESA 3 PORTAVELAS MDF;29.10.2017;11,87;1
122487;CENTRO MESA 3 PORTAVELAS MDF;02.11.2017;11,87;1
122487;CENTRO MESA 3 PORTAVELAS MDF;20.11.2017;11,88;1
122487;CENTRO MESA 3 PORTAVELAS MDF;30.11.2017;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;15.12.2017;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;19.01.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;28.01.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;06.02.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;12.02.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;18.02.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;23.02.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;24.02.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;16.03.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;22.03.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;25.06.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;28.06.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;07.07.2018;13,97;1
122487;CENTRO MESA 3 PORTAVELAS MDF;21.07.2018;13,97;1
122488;JOYERO 2 CAJONES MDF;19.10.2018;14,79;1
122490;JOYERO 3 CAJONES MDF;28.01.2018;13,8;1
122491;CAJONERA 3 CAJONES MDF;10.01.2018;13,14;1
122492;CAJONERA 6 CAJONES MDF;10.01.2018;17,77;1
122492;CAJONERA 6 CAJONES MDF;18.03.2019;22,23;1
122493;CAJONERA 4 CAJONES MDF;30.08.2018;21,49;1
122495;MANIQUI LINO / MDF / METAL GRIS;18.12.2017;49,5;1
122495;MANIQUI LINO / MDF / METAL GRIS;16.03.2018;178,21;4
122496;MANIQUI LINO / MDF / METAL BEIGE;06.07.2018;49,5;1
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;21.12.2017;15,62;1
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;22.01.2018;12,48;1
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;10.05.2018;15,62;1
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;28.06.2018;15,62;1
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;23.08.2018;14,05;1
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;19.11.2018;23,47;2
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;21.11.2018;23,47;2
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;24.11.2018;23,47;2
122497;S/4 TAZA/PLATO CAFÉ CERÁMICA;17.02.2019;28,1;2
122498;S/4 TAZA/PLATO TÉ CERÁMICA;22.01.2018;15,12;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;23.03.2018;17,03;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;02.05.2018;18,93;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;05.08.2018;15,33;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;23.08.2018;17,02;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;22.09.2018;18,93;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;20.11.2018;14,21;1
122498;S/4 TAZA/PLATO TÉ CERÁMICA;24.11.2018;56,86;4
122498;S/4 TAZA/PLATO TÉ CERÁMICA;17.02.2019;28,42;2
122499;BOL CERÁMICA;07.01.2018;26,12;4
122499;BOL CERÁMICA;13.11.2018;19,51;4
122499;BOL CERÁMICA;16.11.2018;19,5;4
122503;LÁMPARA MADERA NATURAL;25.11.2017;67,23;3
122503;LÁMPARA MADERA NATURAL;14.01.2018;42,15;2
122503;LÁMPARA MADERA NATURAL;03.02.2018;21,07;1
122503;LÁMPARA MADERA NATURAL;07.02.2018;19,75;1
122503;LÁMPARA MADERA NATURAL;12.03.2018;26,36;1
122503;LÁMPARA MADERA NATURAL;25.03.2018;26,36;1
122503;LÁMPARA MADERA NATURAL;18.06.2018;52,73;2
122503;LÁMPARA MADERA NATURAL;22.08.2018;26,36;1
122503;LÁMPARA MADERA NATURAL;09.10.2018;47,45;2
122503;LÁMPARA MADERA NATURAL;23.11.2018;23,72;1
122503;LÁMPARA MADERA NATURAL;24.12.2018;26,36;1
122503;LÁMPARA MADERA NATURAL;07.01.2019;26,36;1
122503;LÁMPARA MADERA NATURAL;16.03.2019;26,36;1
122504;LÁMPARA MADERA NATURAL;18.12.2017;44,46;2
122504;LÁMPARA MADERA NATURAL;28.10.2018;22,23;1
122504;LÁMPARA MADERA NATURAL;17.11.2018;20,01;1
122504;LÁMPARA MADERA NATURAL;25.11.2018;20;1
122504;LÁMPARA MADERA NATURAL;01.12.2018;44,46;2
122504;LÁMPARA MADERA NATURAL;12.12.2018;44,46;2
122504;LÁMPARA MADERA NATURAL;23.12.2018;22,23;1
122504;LÁMPARA MADERA NATURAL;18.01.2019;20;1
122504;LÁMPARA MADERA NATURAL;30.01.2019;40;2
122504;LÁMPARA MADERA NATURAL;13.02.2019;18,93;1
122504;LÁMPARA MADERA NATURAL;16.02.2019;37,85;2
122504;LÁMPARA MADERA NATURAL;18.03.2019;44,46;2
122505;LÁMPARA MADERA / METAL BLANCO;24.11.2017;51,39;1
122505;LÁMPARA MADERA / METAL BLANCO;14.12.2017;68,51;1
122505;LÁMPARA MADERA / METAL BLANCO;22.01.2018;54,79;1
122505;LÁMPARA MADERA / METAL BLANCO;27.01.2018;54,79;1
122505;LÁMPARA MADERA / METAL BLANCO;29.01.2018;54,8;1
122505;LÁMPARA MADERA / METAL BLANCO;04.02.2018;54,79;1
122505;LÁMPARA MADERA / METAL BLANCO;24.02.2018;68,52;1
122505;LÁMPARA MADERA / METAL BLANCO;19.03.2018;68,51;1
122505;LÁMPARA MADERA / METAL BLANCO;22.06.2018;68,51;1
122505;LÁMPARA MADERA / METAL BLANCO;24.07.2018;68,51;1
122505;LÁMPARA MADERA / METAL BLANCO;30.11.2018;68,51;1
122505;LÁMPARA MADERA / METAL BLANCO;14.01.2019;61,65;1
122505;LÁMPARA MADERA / METAL BLANCO;21.01.2019;61,65;1
122505;LÁMPARA MADERA / METAL BLANCO;28.01.2019;61,65;1
122505;LÁMPARA MADERA / METAL BLANCO;12.02.2019;58,26;1
122505;LÁMPARA MADERA / METAL BLANCO;24.02.2019;58,26;1
122505;LÁMPARA MADERA / METAL BLANCO;13.03.2019;479,59;7
122505;LÁMPARA MADERA / METAL BLANCO;14.03.2019;68,51;1
122505;LÁMPARA MADERA / METAL BLANCO;26.03.2019;68,51;1
122506;LÁMPARA MADERA / METAL NEGRO;20.01.2018;54,79;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;19.08.2018;12,31;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;31.08.2018;12,31;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;21.11.2018;11,07;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;22.11.2018;11,07;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;18.12.2018;12,31;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;07.01.2019;11,08;1
122510;ORGANIZADOR COLGANTE 2 CESTAS BEIGE;25.01.2019;12,31;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;27.11.2017;12,57;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;13.12.2017;44,39;3
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;19.06.2018;14,79;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;03.08.2018;14,79;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;08.08.2018;14,79;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;13.08.2018;29,59;2
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;19.09.2018;14,8;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;24.09.2018;13,31;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;09.10.2018;14,79;1
122511;ORGANIZADOR COLGANTE 3 CESTAS BEIGE;01.11.2018;13,31;1
122512;ORGANIZADOR COLGANTE 2 CESTAS NEGRO;16.04.2018;12,31;1
122512;ORGANIZADOR COLGANTE 2 CESTAS NEGRO;11.09.2018;12,31;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;09.01.2018;14,79;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;15.01.2018;14,79;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;23.02.2018;14,79;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;28.02.2018;14,79;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;29.07.2018;14,79;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;11.09.2018;14,8;1
122513;ORGANIZADOR COLGANTE 3 CESTAS NEGRO;10.01.2019;13,31;1
122514;ORGANIZADOR COLGANTE 2 CESTAS AZUL;05.07.2018;12,32;1
122515;ORGANIZADOR COLGANTE 3 CESTAS AZUL;06.09.2018;29,59;2
122515;ORGANIZADOR COLGANTE 3 CESTAS AZUL;24.09.2018;13,32;1
122515;ORGANIZADOR COLGANTE 3 CESTAS AZUL;13.02.2019;12,56;1
122515;ORGANIZADOR COLGANTE 3 CESTAS AZUL;24.03.2019;14,79;1
122516;ORGANIZADOR COLGANTE 2 CESTAS CHOCOLATE;09.08.2018;12,31;1
122516;ORGANIZADOR COLGANTE 2 CESTAS CHOCOLATE;03.09.2018;12,31;1
122516;ORGANIZADOR COLGANTE 2 CESTAS CHOCOLATE;19.10.2018;12,31;1
122516;ORGANIZADOR COLGANTE 2 CESTAS CHOCOLATE;17.12.2018;12,32;1
122516;ORGANIZADOR COLGANTE 2 CESTAS CHOCOLATE;21.12.2018;12,31;1
122516;ORGANIZADOR COLGANTE 2 CESTAS CHOCOLATE;19.01.2019;12,31;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;13.12.2017;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;16.01.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;08.07.2018;29,59;2
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;02.08.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;10.08.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;23.08.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;17.09.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;19.09.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;08.10.2018;14,79;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;20.11.2018;13,31;1
122517;ORGANIZADOR COLGANTE 3 CESTAS CHOCOLATE;01.02.2019;13,31;1
122518;ORGANIZADOR COLGANTE 2 CESTAS GRIS;09.01.2018;12,31;1
122518;ORGANIZADOR COLGANTE 2 CESTAS GRIS;26.06.2018;12,31;1
122518;ORGANIZADOR COLGANTE 2 CESTAS GRIS;20.11.2018;11,07;1
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;07.11.2017;37,71;3
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;10.11.2017;25,16;2
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;15.11.2017;14,79;1
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;20.02.2018;14,79;1
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;30.04.2018;14,79;1
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;08.08.2018;14,79;1
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;23.08.2018;29,59;2
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;17.11.2018;13,31;1
122519;ORGANIZADOR COLGANTE 3 CESTAS GRIS;09.03.2019;14,79;1
122520;ORGANIZADOR COLGANTE 2 CESTAS;17.06.2018;12,31;1
122520;ORGANIZADOR COLGANTE 2 CESTAS;19.08.2018;24,63;2
122520;ORGANIZADOR COLGANTE 2 CESTAS;25.08.2018;12,31;1
122520;ORGANIZADOR COLGANTE 2 CESTAS;21.09.2018;12,31;1
122520;ORGANIZADOR COLGANTE 2 CESTAS;14.10.2018;12,31;1
122520;ORGANIZADOR COLGANTE 2 CESTAS;05.12.2018;12,31;1
122520;ORGANIZADOR COLGANTE 2 CESTAS;08.01.2019;12,31;1
122521;ORGANIZADOR COLGANTE 3 CESTAS;26.05.2018;14,79;1
122521;ORGANIZADOR COLGANTE 3 CESTAS;13.07.2018;14,79;1
122521;ORGANIZADOR COLGANTE 3 CESTAS;09.08.2018;29,59;2
122521;ORGANIZADOR COLGANTE 3 CESTAS;19.10.2018;14,79;1
122521;ORGANIZADOR COLGANTE 3 CESTAS;05.12.2018;14,8;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;17.11.2017;10,46;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;26.06.2018;12,31;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;24.07.2018;12,32;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;08.09.2018;12,31;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;03.12.2018;12,31;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;14.01.2019;12,31;1
122522;ORGANIZADOR COLGANTE 2 CESTAS BLANCO;13.03.2019;12,31;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;10.11.2017;12,57;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;20.11.2017;12,57;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;22.11.2017;12,57;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;30.11.2017;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;14.01.2018;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;25.01.2018;14,8;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;11.03.2018;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;23.07.2018;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;03.08.2018;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;22.08.2018;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;11.09.2018;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;14.01.2019;13,31;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;09.03.2019;14,79;1
122523;ORGANIZADOR COLGANTE 3 CESTAS BLANCO;18.03.2019;13,31;1
