,CatN1,CatN2,Cat_Price,CPC_medio,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w,ROAS_Ads,ROAS
166,muebles,"consolas, recibidores y tocadores",200.0,0.42,0.3,0.28,0.27,0.27,338.0,665.43,788.93,728.38,773.11,4.0,4.43,5.21,5.43,5.82,0.01183431952662722,0.01,0.01,0.01,0.01,28.0,30.86,26.14,23.67,22.07,1.69,1.32,1.47,1.48,1.64,0.0,0.0,0.14,0.1,0.07,0.0,0.0,0.29,0.19,0.14,0.0,0.0,35.79,23.86,17.89,0.0,0.0,71.57,47.71,35.79,139.09,19.87,30.97,48.7,41.79,1.0,0.14,0.21,0.33,0.29,0.0,82.30177514792899
167,muebles,"consolas, recibidores y tocadores",200.0,0.37,0.31,0.28,0.27,0.28,553.0,619.57,778.43,719.86,761.21,5.0,4.29,5.0,5.29,5.71,0.009041591320072331,0.01,0.01,0.01,0.01,47.0,34.86,28.86,23.67,22.43,1.87,1.34,1.41,1.47,1.61,0.0,0.0,0.14,0.1,0.07,0.0,0.0,0.29,0.19,0.14,0.0,0.0,35.79,23.86,17.89,0.0,0.0,71.57,47.71,35.79,139.09,39.74,40.91,48.31,46.75,1.0,0.29,0.29,0.33,0.32,0.0,74.37967914438502
169,muebles,"consolas, recibidores y tocadores",200.0,0.29,0.33,0.3,0.28,0.27,803.0,642.43,771.43,723.95,751.39,1.0,3.29,4.5,4.71,5.14,0.0012453300124533,0.01,0.01,0.01,0.01,19.0,21.43,26.14,24.1,21.75,0.29,1.08,1.32,1.33,1.41,0.0,0.0,0.14,0.1,0.07,0.0,0.0,0.29,0.19,0.14,0.0,0.0,35.79,23.86,17.89,0.0,0.0,71.57,47.71,35.79,139.09,59.61,40.32,40.91,51.72,1.0,0.43,0.29,0.29,0.36,0.0,479.62068965517244
170,muebles,"consolas, recibidores y tocadores",200.0,0.55,0.38,0.32,0.3,0.29,724.0,636.43,759.43,731.43,741.68,4.0,3.29,4.36,4.52,5.07,0.0055248618784530384,0.01,0.01,0.01,0.01,28.0,22.71,28.14,24.52,21.75,2.2,1.29,1.37,1.34,1.44,0.0,0.0,0.14,0.1,0.07,0.0,0.0,0.29,0.19,0.14,0.0,0.0,35.79,23.86,17.89,0.0,0.0,71.57,47.71,35.79,139.09,79.48,50.26,40.52,56.69,1.0,0.57,0.36,0.29,0.39,0.0,63.22272727272727
173,muebles,"consolas, recibidores y tocadores",200.0,0.32,0.4,0.35,0.32,0.3,720.0,716.43,690.93,764.76,725.39,3.0,3.29,3.86,4.57,4.89,0.0041666666666666675,0.0,0.01,0.01,0.01,19.0,18.71,24.79,23.67,22.43,0.97,1.31,1.31,1.42,1.44,0.0,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.19,0.14,0.0,0.0,0.0,23.86,17.89,0.0,0.0,0.0,47.71,35.79,139.09,79.48,49.68,47.14,56.4,1.0,0.57,0.36,0.33,0.39,0.0,143.3917525773196
174,muebles,"consolas, recibidores y tocadores",200.0,0.5,0.42,0.37,0.33,0.31,641.0,729.0,674.29,761.95,722.14,5.0,3.29,3.79,4.43,4.79,0.007800312012480499,0.0,0.01,0.01,0.01,19.0,14.71,24.79,24.14,21.43,2.51,1.4,1.37,1.4,1.45,0.0,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.19,0.14,0.0,0.0,0.0,23.86,17.89,0.0,0.0,0.0,47.71,35.79,132.14,78.49,59.11,53.44,55.86,1.0,0.57,0.43,0.38,0.39,0.0,52.645418326693225
179,muebles,"consolas, recibidores y tocadores",200.0,0.39,0.38,0.4,0.36,0.33,629.0,698.29,680.07,713.29,739.39,3.0,4.43,3.93,4.14,4.5,0.004769475357710652,0.01,0.01,0.01,0.01,9.0,14.71,17.36,22.29,21.07,1.17,1.71,1.56,1.46,1.47,0.0,0.0,0.0,0.1,0.07,0.0,0.0,0.0,0.19,0.14,0.0,0.0,0.0,23.86,17.89,0.0,0.0,0.0,47.71,35.79,163.64,62.12,70.8,54.21,45.92,1.0,0.43,0.5,0.38,0.32,0.0,139.86324786324786
184,muebles,"consolas, recibidores y tocadores",200.0,0.39,0.38,0.39,0.39,0.36,156.0,528.29,630.07,632.19,694.75,1.0,3.86,4.07,3.81,4.21,0.00641025641025641,0.01,0.01,0.01,0.01,37.0,22.57,17.29,19.1,22.71,0.39,1.54,1.62,1.51,1.5,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.14,0.0,0.0,0.0,0.0,17.89,0.0,0.0,0.0,0.0,35.79,180.17,49.12,43.93,55.78,47.1,1.0,0.29,0.29,0.38,0.32,0.0,461.97435897435895
189,muebles,"consolas, recibidores y tocadores",300.0,0.45,0.33,0.36,0.37,0.36,824.0,519.14,566.0,632.9,631.39,3.0,3.0,3.5,3.57,3.64,0.0036407766990291268,0.01,0.01,0.01,0.01,37.0,19.71,17.86,16.81,19.29,1.35,1.05,1.34,1.39,1.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.17,51.48,37.43,51.11,48.27,1.0,0.29,0.21,0.33,0.32,0.0,133.45925925925926
29,playa y camping,cenadores y gazebos plegables,40.0,0.18,0.19,0.19,0.19,0.19,2609.0,2723.5,2723.5,2723.5,2723.5,44.0,47.5,47.5,47.5,47.5,0.01686469911843618,0.02,0.02,0.02,0.02,75.0,65.5,65.5,65.5,65.5,7.8,8.35,8.35,8.35,8.35,1.0,0.5,0.5,0.5,0.5,1.0,0.5,0.5,0.5,0.5,61.7,30.85,30.85,30.85,30.85,61.7,30.85,30.85,30.85,30.85,71.54,35.77,35.77,35.77,35.77,3.0,1.5,1.5,1.5,1.5,7.91,9.171794871794873
30,playa y camping,cenadores y gazebos plegables,40.0,0.21,0.19,0.19,0.19,0.19,2659.0,2702.0,2702.0,2702.0,2702.0,47.0,47.33,47.33,47.33,47.33,0.017675817976682964,0.02,0.02,0.02,0.02,47.0,59.33,59.33,59.33,59.33,9.89,8.86,8.86,8.86,8.86,3.0,1.33,1.33,1.33,1.33,4.0,1.67,1.67,1.67,1.67,91.55,51.08,51.08,51.08,51.08,91.55,51.08,51.08,51.08,51.08,74.01,48.52,48.52,48.52,48.52,3.0,2.0,2.0,2.0,2.0,9.26,7.483316481294237
32,playa y camping,cenadores y gazebos plegables,40.0,0.18,0.18,0.19,0.19,0.19,2209.0,2495.2,2495.2,2495.2,2495.2,35.0,43.8,43.8,43.8,43.8,0.015844273426889998,0.02,0.02,0.02,0.02,56.0,60.0,60.0,60.0,60.0,6.25,8.06,8.06,8.06,8.06,1.5,1.1,1.1,1.1,1.1,1.5,1.3,1.3,1.3,1.3,46.78,40.01,40.01,40.01,40.01,46.78,40.01,40.01,40.01,40.01,24.67,34.04,34.04,34.04,34.04,1.0,1.4,1.4,1.4,1.4,7.48,3.9472000000000005
34,playa y camping,cenadores y gazebos plegables,40.0,0.17,0.18,0.19,0.19,0.19,3269.0,2631.29,2631.29,2631.29,2631.29,56.0,46.86,46.86,46.86,46.86,0.01713062098501071,0.02,0.02,0.02,0.02,28.0,56.29,56.29,56.29,56.29,9.55,8.49,8.49,8.49,8.49,1.0,1.15,1.15,1.15,1.15,3.0,1.87,1.87,1.87,1.87,29.85,41.09,41.09,41.09,41.09,29.85,41.09,41.09,41.09,41.09,24.67,27.84,27.84,27.84,27.84,1.0,1.14,1.14,1.14,1.14,3.13,2.5832460732984295
35,playa y camping,cenadores y gazebos plegables,40.0,0.16,0.18,0.18,0.19,0.19,3313.0,2699.14,2716.5,2716.5,2716.5,56.0,47.57,48.0,48.0,48.0,0.016903108964684575,0.02,0.02,0.02,0.02,94.0,61.71,61.0,61.0,61.0,8.89,8.49,8.54,8.54,8.54,0.0,1.15,1.01,1.01,1.01,3.0,2.29,2.01,2.01,2.01,0.0,41.09,35.95,35.95,35.95,0.0,41.09,35.95,35.95,35.95,24.67,31.37,27.45,27.45,27.45,1.0,1.29,1.12,1.12,1.12,0.0,2.7750281214848145
36,playa y camping,cenadores y gazebos plegables,40.0,0.17,0.18,0.18,0.18,0.19,3285.0,2795.71,2779.67,2779.67,2779.67,46.0,47.86,47.78,47.78,47.78,0.014003044140030441,0.02,0.02,0.02,0.02,66.0,60.43,61.56,61.56,61.56,7.61,8.47,8.44,8.44,8.44,0.5,1.08,0.95,0.95,0.95,0.5,2.22,1.84,1.84,1.84,14.92,34.4,33.61,33.61,33.61,14.92,34.4,33.61,33.61,33.61,24.67,24.67,27.14,27.14,27.14,1.0,1.0,1.11,1.11,1.11,1.96,3.2417871222076218
38,playa y camping,cenadores y gazebos plegables,40.0,0.18,0.17,0.18,0.18,0.18,2439.0,2864.43,2756.18,2756.18,2756.18,37.0,45.14,45.45,45.45,45.45,0.015170151701517013,0.02,0.02,0.02,0.02,19.0,49.71,53.82,53.82,53.82,6.56,7.66,7.97,7.97,7.97,0.0,0.65,0.78,0.78,0.78,0.0,1.65,1.51,1.51,1.51,0.0,21.32,27.5,27.5,27.5,0.0,21.32,27.5,27.5,27.5,24.67,17.62,24.45,24.45,24.45,1.0,0.71,1.0,1.0,1.0,0.0,3.7606707317073176
40,playa y camping,cenadores y gazebos plegables,40.0,0.16,0.16,0.17,0.18,0.18,3007.0,3020.57,2791.85,2791.85,2791.85,43.0,43.57,44.38,44.38,44.38,0.014299966744263388,0.01,0.02,0.02,0.02,94.0,51.0,55.62,55.62,55.62,6.72,7.08,7.65,7.65,7.65,4.0,0.79,0.97,0.97,0.97,4.0,1.5,1.58,1.58,1.58,121.4,23.74,32.61,32.61,32.61,121.4,23.74,32.61,32.61,32.61,98.68,28.19,28.28,28.28,28.28,4.0,1.14,1.15,1.15,1.15,18.07,14.68452380952381
42,playa y camping,cenadores y gazebos plegables,40.0,0.19,0.17,0.17,0.18,0.18,3735.0,3228.86,2964.0,2955.6,2955.6,60.0,43.86,45.71,46.07,46.07,0.01606425702811245,0.01,0.02,0.02,0.02,103.0,53.57,57.64,57.53,57.53,11.15,7.36,7.93,7.99,7.99,0.5,0.86,1.0,0.94,0.94,1.5,1.0,1.65,1.54,1.54,14.92,25.87,33.48,31.25,31.25,14.92,25.87,33.48,31.25,31.25,74.01,31.72,31.54,29.44,29.44,3.0,1.29,1.29,1.2,1.2,1.34,6.637668161434978
44,playa y camping,cenadores y gazebos plegables,40.0,0.19,0.17,0.17,0.18,0.18,3377.0,3319.43,3072.07,3006.76,3006.76,36.0,44.57,45.21,45.59,45.59,0.010660349422564408,0.01,0.01,0.02,0.02,37.0,54.71,55.57,56.24,56.24,6.7,7.72,7.75,7.95,7.95,0.0,0.79,0.72,0.83,0.83,0.0,0.93,1.29,1.36,1.36,0.0,23.74,22.53,27.57,27.57,0.0,23.74,22.53,27.57,27.57,74.01,38.77,26.43,30.33,30.33,3.0,1.57,1.07,1.24,1.24,0.0,11.046268656716418
45,playa y camping,cenadores y gazebos plegables,40.0,0.18,0.17,0.17,0.18,0.18,3242.0,3434.14,3149.29,3019.83,3019.83,50.0,46.43,45.79,45.83,45.83,0.015422578655151141,0.01,0.01,0.02,0.02,28.0,56.0,52.86,54.67,54.67,8.8,8.04,7.85,7.99,7.99,0.0,0.79,0.72,0.78,0.78,0.0,0.93,1.29,1.28,1.28,0.0,23.74,22.53,26.04,26.04,0.0,23.74,22.53,26.04,26.04,24.67,38.77,28.19,30.02,30.02,1.0,1.57,1.14,1.22,1.22,0.0,2.8034090909090907
49,playa y camping,cenadores y gazebos plegables,40.0,0.15,0.17,0.17,0.17,0.18,2808.0,3100.0,3164.43,3009.33,3001.55,38.0,39.43,41.64,43.62,43.95,0.013532763532763531,0.01,0.01,0.01,0.01,47.0,36.14,44.86,50.48,50.73,5.86,6.61,6.99,7.49,7.55,1.0,0.14,0.5,0.72,0.68,1.0,0.29,0.64,1.19,1.14,31.85,4.55,15.21,23.84,22.75,31.85,16.51,21.19,27.82,26.56,24.67,17.62,24.67,26.9,25.68,1.0,0.71,1.0,1.1,1.05,5.44,4.209897610921502
53,playa y camping,cenadores y gazebos plegables,40.0,0.17,0.17,0.18,0.17,0.18,2664.0,2792.71,3085.36,3047.9,2941.62,37.0,35.14,41.21,42.48,42.73,0.013888888888888888,0.01,0.01,0.01,0.01,75.0,45.71,49.57,48.71,50.88,6.35,6.17,7.19,7.29,7.44,0.0,0.14,0.46,0.46,0.58,0.0,0.14,0.61,0.88,0.96,0.0,4.55,14.14,14.31,19.25,0.0,4.55,20.12,18.3,22.47,24.67,7.05,22.91,19.97,22.68,1.0,0.29,0.93,0.81,0.92,0.0,3.8850393700787405
28,decoración para tu casa,espejos de pared,30.0,0.18,0.17,0.09,0.06,0.04,872.0,872.0,872.0,872.0,872.0,17.0,17.0,17.0,17.0,17.0,0.0194954128440367,0.02,0.02,0.02,0.02,66.0,66.0,66.0,66.0,66.0,3.08,3.08,3.08,3.08,3.08,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,43.02,35.55,35.55,35.55,35.55,35.55,2.0,2.0,2.0,2.0,2.0,13.97,11.54220779220779
30,decoración para tu casa,espejos de pared,30.0,0.25,0.23,0.12,0.08,0.06,985.0,873.0,873.0,873.0,873.0,22.0,19.0,19.0,19.0,19.0,0.02233502538071066,0.02,0.02,0.02,0.02,37.0,46.67,46.67,46.67,46.67,5.51,4.34,4.34,4.34,4.34,1.0,0.67,0.67,0.67,0.67,2.0,1.33,1.33,1.33,1.33,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,21.51,17.78,17.78,17.78,17.78,17.78,1.0,1.0,1.0,1.0,1.0,3.9,3.2268602540834848
32,decoración para tu casa,espejos de pared,30.0,0.23,0.23,0.16,0.1,0.08,1519.0,1046.8,1046.8,1046.8,1046.8,28.0,21.0,21.0,21.0,21.0,0.018433179723502304,0.02,0.02,0.02,0.02,19.0,35.6,35.6,35.6,35.6,6.38,4.86,4.86,4.86,4.86,1.0,0.62,0.62,0.62,0.62,2.0,1.42,1.42,1.42,1.42,25.9,18.6,18.6,18.6,18.6,25.9,18.6,18.6,18.6,18.6,19.75,14.62,14.62,14.62,14.62,1.0,0.8,0.8,0.8,0.8,4.06,3.095611285266458
35,decoración para tu casa,espejos de pared,30.0,0.27,0.25,0.21,0.14,0.11,1395.0,1130.86,1098.5,1098.5,1098.5,18.0,20.0,19.62,19.62,19.62,0.012903225806451613,0.02,0.02,0.02,0.02,28.0,29.29,33.88,33.88,33.88,4.84,4.95,4.72,4.72,4.72,1.0,0.45,0.52,0.52,0.52,2.0,1.16,1.14,1.14,1.14,47.8,13.97,17.6,17.6,17.6,47.8,13.97,17.6,17.6,17.6,39.5,11.0,14.07,14.07,14.07,2.0,0.57,0.75,0.75,0.75,9.88,8.161157024793388
44,decoración para tu casa,espejos de pared,30.0,0.28,0.27,0.27,0.25,0.2,1286.0,1050.86,1143.86,1096.06,1096.06,35.0,23.0,22.43,21.82,21.82,0.027216174183514776,0.02,0.02,0.02,0.02,47.0,34.57,34.0,36.24,36.24,9.72,6.2,5.99,5.7,5.7,1.5,0.21,0.26,0.33,0.33,3.5,1.07,0.9,0.98,0.98,69.75,9.96,10.43,12.39,12.39,69.75,9.96,10.43,12.39,12.39,39.5,5.64,7.05,8.95,8.95,2.0,0.29,0.36,0.47,0.47,7.18,4.063786008230452
54,decoración para tu casa,espejos de pared,30.0,0.21,0.22,0.24,0.25,0.24,6981.0,2630.29,1766.0,1550.14,1447.93,165.0,54.43,37.57,32.43,29.78,0.023635582294800173,0.02,0.02,0.02,0.02,150.0,65.43,46.0,42.67,41.15,34.69,11.26,8.34,7.57,6.95,3.0,0.51,0.36,0.29,0.34,4.0,1.29,1.32,1.03,1.06,75.7,14.65,12.31,10.48,11.6,75.7,16.19,13.08,10.99,11.99,79.0,11.29,8.46,7.52,8.56,4.0,0.57,0.43,0.38,0.44,2.18,2.2773133467858173
64,decoración para tu casa,espejos de pared,30.0,0.22,0.2,0.21,0.22,0.23,1711.0,1245.57,2532.57,1911.19,1690.07,38.0,25.29,56.14,43.0,37.68,0.022209234365867917,0.02,0.02,0.02,0.02,56.0,32.29,69.71,52.67,48.46,8.49,5.15,11.83,9.24,8.4,1.0,0.14,0.32,0.29,0.22,1.0,0.43,1.22,1.22,1.06,23.9,3.41,9.03,9.34,7.01,23.9,3.41,9.8,9.85,7.39,19.75,2.82,7.05,6.58,4.94,1.0,0.14,0.36,0.33,0.25,2.82,2.326266195524146
65,decoración para tu casa,espejos de pared,30.0,0.21,0.2,0.21,0.22,0.23,2100.0,1349.43,2635.0,1949.95,1725.18,51.0,29.0,58.86,43.76,38.57,0.024285714285714285,0.02,0.02,0.02,0.02,66.0,39.0,74.43,53.57,48.82,10.83,5.87,12.4,9.3,8.52,0.0,0.14,0.32,0.22,0.22,1.0,0.57,1.29,1.1,1.09,0.0,3.41,9.03,6.02,7.01,0.0,3.41,9.8,6.53,7.39,37.53,8.18,9.73,6.49,6.28,2.0,0.43,0.5,0.33,0.32,0.0,3.4653739612188366
66,decoración para tu casa,espejos de pared,30.0,0.2,0.2,0.21,0.21,0.23,2182.0,1530.57,2744.43,2020.0,1762.11,61.0,35.71,61.79,45.67,39.82,0.027956003666361137,0.02,0.02,0.02,0.02,84.0,48.29,73.07,55.81,50.82,11.9,7.1,12.96,9.6,8.68,0.0,0.14,0.29,0.22,0.22,1.0,0.71,1.32,1.05,1.13,0.0,3.41,7.11,6.02,7.01,0.0,3.41,7.88,6.53,7.39,19.75,11.0,11.14,7.43,6.98,1.0,0.57,0.57,0.38,0.36,0.0,1.6596638655462184
69,decoración para tu casa,espejos de pared,30.0,0.15,0.19,0.2,0.21,0.22,2159.0,1978.57,1604.86,2226.86,1888.61,53.0,53.14,38.5,52.1,44.18,0.024548402037980543,0.03,0.02,0.02,0.02,75.0,75.0,50.36,69.24,57.89,8.2,10.09,7.57,10.66,9.29,0.0,0.14,0.07,0.22,0.22,0.0,0.71,0.64,1.05,1.13,0.0,3.41,1.71,6.02,7.01,0.0,3.41,1.71,6.53,7.39,19.75,13.83,6.91,8.37,7.69,1.0,0.71,0.36,0.43,0.39,0.0,2.408536585365854
74,decoración para tu casa,espejos de pared,30.0,0.21,0.18,0.19,0.2,0.2,5914.0,2972.43,2308.29,2498.14,2309.29,113.0,70.29,55.86,60.05,53.43,0.019107203246533647,0.03,0.02,0.02,0.02,103.0,83.0,71.0,73.29,65.96,23.57,13.15,10.57,12.08,10.77,1.0,0.19,0.17,0.25,0.21,3.0,0.5,0.61,0.98,0.95,21.51,4.23,3.82,6.15,5.57,64.53,11.06,7.24,8.43,7.67,35.56,7.9,9.45,10.06,7.55,2.0,0.43,0.5,0.52,0.39,0.91,1.5086974968179891
75,decoración para tu casa,espejos de pared,30.0,0.21,0.19,0.19,0.2,0.21,6110.0,3544.86,2668.79,2456.67,2500.07,133.0,79.29,63.93,58.52,57.5,0.02176759410801964,0.02,0.03,0.02,0.02,234.0,99.0,86.36,77.29,74.32,28.24,15.43,12.41,11.77,11.64,1.0,0.33,0.24,0.16,0.25,3.0,0.93,0.82,0.93,1.02,23.51,7.58,5.5,3.67,6.41,70.92,21.19,12.3,8.2,10.2,37.53,13.26,12.13,8.09,8.89,2.0,0.71,0.64,0.43,0.46,0.83,1.3289660056657224
76,decoración para tu casa,espejos de pared,30.0,0.2,0.2,0.19,0.2,0.21,4452.0,3872.43,2925.5,2360.71,2638.25,103.0,86.43,69.79,54.48,60.68,0.023135669362084457,0.02,0.03,0.02,0.02,178.0,113.71,94.36,71.48,80.36,21.1,17.27,13.68,10.81,12.31,0.0,0.33,0.24,0.16,0.25,0.0,0.93,0.82,0.74,1.02,0.0,7.58,5.5,3.67,6.41,0.0,21.19,12.3,8.2,10.2,35.56,15.52,14.67,9.78,10.16,2.0,0.86,0.79,0.52,0.54,0.0,1.685308056872038
77,decoración para tu casa,espejos de pared,30.0,0.19,0.2,0.19,0.2,0.21,2296.0,3959.14,2975.79,2366.62,2702.64,64.0,87.29,71.36,54.95,62.75,0.027874564459930317,0.02,0.03,0.02,0.02,66.0,115.14,97.07,73.71,82.39,12.34,17.51,13.96,10.82,12.71,1.0,0.43,0.31,0.21,0.28,2.0,1.14,0.89,0.79,1.09,23.51,9.79,7.18,4.79,7.25,47.02,26.07,15.66,10.44,11.88,53.34,23.14,18.48,12.32,12.06,3.0,1.29,1.0,0.67,0.64,1.91,4.322528363047002
128,decoración para tu casa,espejos de pared,30.0,0.23,0.07,0.03,0.02,0.02,3832.0,706.0,353.0,235.33,176.5,91.0,16.57,8.29,5.52,4.14,0.02374739039665971,0.02,0.02,0.02,0.02,56.0,25.43,20.64,15.1,11.96,21.13,3.9,1.95,1.3,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.77,5.08,5.22,6.21,5.36,1.0,0.29,0.29,0.33,0.29,0.0,0.8409843823946995
130,decoración para tu casa,espejos de pared,30.0,0.24,0.14,0.07,0.05,0.03,5067.0,2141.29,1070.64,713.76,535.32,107.0,47.71,23.86,15.9,11.93,0.02111703177422538,0.02,0.02,0.02,0.02,112.0,54.86,34.07,25.33,20.32,25.35,11.34,5.67,3.78,2.84,0.0,0.14,0.07,0.05,0.04,0.0,0.29,0.14,0.1,0.07,0.0,2.17,1.09,0.72,0.54,0.0,4.34,2.17,1.45,1.09,17.77,7.62,5.22,6.11,6.0,1.0,0.43,0.29,0.33,0.32,0.0,0.7009861932938856
132,decoración para tu casa,espejos de pared,30.0,0.23,0.21,0.1,0.07,0.05,3861.0,3208.29,1604.14,1069.43,802.07,85.0,69.71,34.86,23.24,17.43,0.022015022015022014,0.02,0.02,0.02,0.02,131.0,89.57,53.43,38.24,29.68,19.84,16.6,8.3,5.53,4.15,2.0,0.43,0.21,0.14,0.11,4.0,0.86,0.43,0.29,0.21,45.0,8.6,4.3,2.87,2.15,90.0,17.2,8.6,5.73,4.3,35.54,10.15,7.76,6.96,7.26,2.0,0.57,0.43,0.38,0.39,2.27,1.7913306451612903
134,decoración para tu casa,espejos de pared,30.0,0.23,0.24,0.14,0.09,0.07,3850.0,4151.71,2155.14,1436.76,1077.57,102.0,92.0,47.79,31.86,23.89,0.02649350649350649,0.02,0.02,0.02,0.02,140.0,108.14,62.79,47.14,36.36,23.07,22.08,11.48,7.65,5.74,0.0,0.59,0.3,0.2,0.15,0.0,1.02,0.51,0.34,0.26,0.0,12.16,6.08,4.05,3.04,0.0,20.76,10.38,6.92,5.19,35.54,15.23,8.88,7.71,8.53,2.0,0.86,0.5,0.43,0.46,0.0,1.5405288253142608
136,decoración para tu casa,espejos de pared,30.0,0.25,0.25,0.17,0.12,0.09,4418.0,4251.43,2834.43,1889.62,1417.21,85.0,90.43,61.43,40.95,30.71,0.019239474875509283,0.02,0.02,0.02,0.02,84.0,104.14,71.5,53.86,41.04,21.47,22.08,14.9,9.93,7.45,1.0,0.95,0.55,0.36,0.27,1.0,1.44,0.86,0.58,0.43,21.5,31.2,16.68,11.12,8.34,21.5,46.0,25.17,16.78,12.58,35.54,17.77,11.42,8.56,8.39,2.0,1.0,0.64,0.48,0.46,1.0,1.6553330228225431
138,decoración para tu casa,espejos de pared,30.0,0.21,0.24,0.21,0.14,0.1,4406.0,4324.71,3490.71,2327.14,1745.36,90.0,91.29,74.43,49.62,37.21,0.020426690876078075,0.02,0.02,0.02,0.02,150.0,108.29,91.57,65.48,51.07,18.99,21.95,17.85,11.9,8.93,0.0,0.95,0.55,0.36,0.27,0.0,1.44,0.86,0.58,0.43,0.0,31.2,16.68,11.12,8.34,0.0,46.0,25.17,16.78,12.58,17.77,17.77,12.69,9.4,8.39,1.0,1.0,0.71,0.52,0.46,0.0,0.9357556608741443
139,decoración para tu casa,espejos de pared,30.0,0.24,0.24,0.22,0.15,0.11,4533.0,4420.71,3814.5,2543.0,1907.25,94.0,92.57,81.14,54.1,40.57,0.020736818883741445,0.02,0.02,0.02,0.02,47.0,96.29,92.93,67.71,52.75,22.82,22.37,19.48,12.99,9.74,1.0,0.81,0.62,0.41,0.31,2.0,1.16,1.01,0.67,0.5,21.5,27.84,18.22,12.15,9.11,43.0,39.28,28.24,18.83,14.12,35.54,17.77,13.96,11.09,9.66,2.0,1.0,0.79,0.62,0.54,0.94,1.5574057843996494
140,decoración para tu casa,espejos de pared,30.0,0.21,0.23,0.24,0.16,0.12,5440.0,4645.86,4203.07,2802.05,2101.54,100.0,95.57,88.29,58.86,44.14,0.018382352941176468,0.02,0.02,0.02,0.02,122.0,105.71,98.29,73.1,56.79,21.05,22.31,20.99,13.99,10.49,0.0,0.64,0.62,0.41,0.31,0.0,0.99,1.01,0.67,0.5,0.0,24.28,18.22,12.15,9.11,0.0,35.72,28.24,18.83,14.12,17.77,20.31,15.23,11.0,10.3,1.0,1.14,0.86,0.62,0.57,0.0,0.8441805225653206
141,decoración para tu casa,espejos de pared,30.0,0.24,0.23,0.24,0.17,0.13,4526.0,4742.43,4447.07,3017.57,2263.18,77.0,92.0,92.0,62.52,46.89,0.017012814847547502,0.02,0.02,0.02,0.02,84.0,97.71,102.93,74.43,59.79,18.64,21.68,21.88,14.88,11.16,0.0,0.64,0.62,0.41,0.31,0.0,0.99,1.01,0.67,0.5,0.0,24.28,18.22,12.15,9.11,0.0,35.72,28.24,18.83,14.12,53.31,22.85,19.04,13.54,11.49,3.0,1.29,1.07,0.76,0.64,0.0,2.8599785407725324
142,decoración para tu casa,espejos de pared,30.0,0.24,0.23,0.24,0.18,0.14,2913.0,4431.14,4381.43,3156.29,2367.21,66.0,86.29,90.21,65.67,49.25,0.022657054582904217,0.02,0.02,0.02,0.02,19.0,91.0,100.29,75.33,60.46,15.87,20.17,21.5,15.63,11.73,3.25,0.75,0.85,0.57,0.42,3.25,0.89,1.24,0.83,0.62,70.2,16.17,23.23,15.49,11.62,70.2,19.24,33.26,22.17,16.63,35.54,27.92,20.31,15.23,12.76,2.0,1.57,1.14,0.86,0.71,4.42,2.2394454946439826
144,decoración para tu casa,espejos de pared,30.0,0.22,0.23,0.24,0.2,0.15,3503.0,4168.71,4189.71,3506.9,2630.18,89.0,86.29,87.29,74.1,55.57,0.025406794176420208,0.02,0.02,0.02,0.02,103.0,93.71,100.29,85.14,67.18,19.18,19.37,20.51,17.45,13.09,1.0,0.82,0.88,0.64,0.48,2.0,1.18,1.31,0.97,0.73,21.5,17.71,24.45,17.03,12.77,43.0,25.39,35.69,25.24,18.93,53.32,30.46,22.85,17.77,14.03,3.0,1.71,1.29,1.0,0.79,1.12,2.7799791449426485
