,CatN1,CatN2,Cat_Price,CPC_medio,CPC_medio_1w,CPC_medio_2w,CPC_medio_3w,CPC_medio_4w,Impressions,Impressions_1w,Impressions_2w,Impressions_3w,Impressions_4w,Clics,Clics_1w,Clics_2w,Clics_3w,Clics_4w,CTR,CTR_1w,CTR_2w,CTR_3w,CTR_4w,Page_Views,Page_Views_1w,Page_Views_2w,Page_Views_3w,Page_Views_4w,Cost,Cost_1w,Cost_2w,Cost_3w,Cost_4w,Conversions,Conversions_1w,Conversions_2w,Conversions_3w,Conversions_4w,All_Conversions,All_Conversions_1w,All_Conversions_2w,All_Conversions_3w,All_Conversions_4w,Ads_Income,Ads_Income_1w,Ads_Income_2w,Ads_Income_3w,Ads_Income_4w,Ads_Income_All,Ads_Income_All_1w,Ads_Income_All_2w,Ads_Income_All_3w,Ads_Income_All_4w,Net_Incomes,Net_Incomes_1w,Net_Incomes_2w,Net_Incomes_3w,Net_Incomes_4w,Units_sold,Units_sold_1w,Units_sold_2w,Units_sold_3w,Units_sold_4w,ROAS_Ads,ROAS
82,muebles,sillas,80.0,0.66,0.55,0.47,0.44,0.42,5036.0,6031.57,5866.86,5624.43,5260.14,28.0,39.43,39.93,36.81,34.82,0.005559968228752979,0.01,0.01,0.01,0.01,19.0,60.29,53.57,44.14,38.79,18.57,20.89,18.48,15.95,14.58,0.0,0.43,0.26,0.22,0.23,0.0,0.99,0.6,0.88,0.99,0.0,105.58,61.0,43.74,45.42,0.0,228.65,136.3,97.13,90.22,427.77,175.69,110.76,87.99,74.48,8.0,3.29,2.07,1.62,1.36,0.0,23.035541195476572
84,muebles,sillas,80.0,0.64,0.63,0.52,0.47,0.44,5462.0,5109.14,5830.0,5579.38,5364.32,24.0,33.71,39.21,36.57,35.79,0.004393994873672647,0.01,0.01,0.01,0.01,28.0,53.57,56.29,45.05,41.46,15.44,21.67,20.3,17.36,15.97,0.33,0.34,0.28,0.19,0.21,0.53,0.78,0.64,0.66,0.98,215.67,74.76,76.41,50.94,47.43,345.07,160.86,160.95,107.3,95.88,374.3,229.16,137.5,105.81,85.73,7.0,4.29,2.57,1.95,1.57,13.97,24.242227979274613
91,muebles,sillas,80.0,0.41,0.43,0.53,0.49,0.46,2677.0,1952.14,3530.64,4537.38,4672.57,12.0,10.71,22.21,29.71,30.11,0.0044826298094882335,0.01,0.01,0.01,0.01,9.0,9.29,31.43,40.62,36.11,4.91,4.49,13.08,15.03,14.14,0.0,0.0,0.17,0.19,0.14,0.0,0.0,0.39,0.42,0.5,0.0,0.0,37.38,50.94,38.2,0.0,0.0,80.43,107.3,80.48,356.53,50.93,140.05,108.64,92.09,6.0,0.86,2.57,2.0,1.68,0.0,72.61303462321791
96,muebles,sillas,80.0,0.37,0.39,0.45,0.49,0.46,2362.0,2297.0,2508.14,3682.62,4187.5,29.0,15.57,17.14,24.57,28.54,0.012277730736663843,0.01,0.01,0.01,0.01,19.0,12.0,18.71,32.57,36.14,10.59,6.06,8.76,12.8,13.62,0.4,0.06,0.05,0.18,0.15,0.8,0.11,0.09,0.39,0.35,53.77,7.68,19.25,48.02,40.13,107.61,15.37,32.33,97.77,84.32,213.92,81.49,67.48,103.55,89.12,4.0,1.43,1.21,1.9,1.64,5.08,20.200188857412652
113,muebles,sillas,80.0,0.4,0.41,0.39,0.39,0.4,5371.0,3752.71,3673.21,3240.95,2934.25,27.0,23.14,23.0,21.43,18.96,0.0050269968348538455,0.01,0.01,0.01,0.01,19.0,18.57,25.29,24.48,21.36,10.86,9.44,9.08,8.44,7.48,1.0,0.17,0.08,0.07,0.06,2.0,0.31,0.15,0.14,0.11,143.8,26.7,13.35,11.46,8.6,287.6,47.25,23.62,20.87,15.66,118.84,16.98,8.49,15.85,24.62,2.0,0.29,0.14,0.29,0.43,13.24,10.94290976058932
127,muebles,sillas,80.0,0.46,0.41,0.4,0.4,0.4,3925.0,3500.0,4139.64,4010.67,3906.43,38.0,25.43,27.71,26.19,25.36,0.00968152866242038,0.01,0.01,0.01,0.01,66.0,48.29,49.5,39.19,37.39,17.37,10.29,10.92,10.42,10.0,0.0,0.14,0.16,0.17,0.12,0.0,0.36,0.35,0.33,0.25,0.0,15.8,20.91,22.84,17.13,0.0,52.77,48.85,48.32,36.24,106.94,15.28,7.64,10.75,8.06,2.0,0.29,0.14,0.19,0.14,0.0,6.156591824985607
128,muebles,sillas,80.0,0.42,0.4,0.4,0.4,0.4,5945.0,4003.29,4160.43,4139.48,4027.21,40.0,29.57,28.71,26.71,25.96,0.00672834314550042,0.01,0.01,0.01,0.01,37.0,53.57,49.5,40.95,38.04,16.89,11.93,11.45,10.7,10.28,1.0,0.29,0.24,0.21,0.16,2.0,0.64,0.49,0.42,0.32,64.7,25.04,25.53,23.87,19.44,129.4,71.26,58.1,52.43,40.86,160.41,38.19,19.1,18.39,13.79,3.0,0.71,0.36,0.33,0.25,3.83,9.497335701598578
132,muebles,sillas,80.0,0.44,0.43,0.42,0.41,0.41,6457.0,5063.0,3929.79,4356.62,4218.43,36.0,35.57,27.21,28.76,26.93,0.00557534458726963,0.01,0.01,0.01,0.01,56.0,57.43,47.43,46.76,39.71,15.95,14.99,11.23,11.61,10.88,0.0,0.34,0.24,0.27,0.21,0.0,0.65,0.5,0.54,0.41,0.0,41.84,28.82,34.74,27.59,0.0,77.52,65.14,72.1,55.62,106.94,53.47,26.74,23.48,17.61,2.0,1.0,0.5,0.43,0.32,0.0,6.704702194357367
135,muebles,sillas,80.0,0.4,0.45,0.42,0.42,0.41,9275.0,6044.86,5024.07,4788.57,4615.82,59.0,39.29,34.43,32.24,29.86,0.0063611859838274935,0.01,0.01,0.01,0.01,75.0,57.43,55.5,52.14,45.07,23.58,17.29,14.61,13.39,12.35,1.82,0.48,0.39,0.32,0.28,3.27,0.86,0.75,0.61,0.53,437.03,102.22,63.63,51.09,43.46,780.6,177.73,124.49,97.98,83.75,320.82,61.11,49.65,33.1,29.07,6.0,1.14,0.93,0.62,0.54,18.53,13.60559796437659
38,muebles,"consolas, recibidores y tocadores",200.0,0.06,0.11,0.11,0.11,0.11,469.0,599.43,600.45,600.45,600.45,2.0,5.57,5.18,5.18,5.18,0.004264392324093817,0.01,0.01,0.01,0.01,9.0,17.14,10.91,10.91,10.91,0.11,0.64,0.61,0.61,0.61,0.0,0.02,0.01,0.01,0.01,1.0,0.45,0.38,0.38,0.38,0.0,3.31,2.1,2.1,2.1,0.0,3.31,2.1,2.1,2.1,163.64,23.38,14.88,14.88,14.88,1.0,0.14,0.09,0.09,0.09,0.0,1487.6363636363635
56,muebles,"consolas, recibidores y tocadores",200.0,0.12,0.12,0.13,0.12,0.12,456.0,703.29,677.86,665.19,654.46,3.0,4.0,4.79,4.67,4.96,0.006578947368421052,0.01,0.01,0.01,0.01,28.0,6.57,11.29,9.71,10.25,0.36,0.5,0.57,0.53,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.24,0.22,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.83,163.64,23.38,23.38,23.38,17.53,1.0,0.14,0.14,0.14,0.11,0.0,454.55555555555554
60,muebles,"consolas, recibidores y tocadores",200.0,0.06,0.13,0.12,0.12,0.12,452.0,584.29,636.07,636.71,631.21,3.0,2.71,3.71,4.24,4.57,0.00663716814159292,0.0,0.01,0.01,0.01,19.0,12.0,11.29,10.19,10.61,0.19,0.38,0.44,0.48,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.18,0.0,0.0,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.83,163.64,46.75,23.38,23.38,23.38,1.0,0.29,0.14,0.14,0.14,0.0,861.2631578947368
76,muebles,"consolas, recibidores y tocadores",200.0,0.21,0.23,0.17,0.15,0.15,5397.0,2856.86,1866.07,1411.19,1245.43,28.0,15.0,11.14,8.57,7.46,0.005188067444876783,0.01,0.01,0.01,0.01,9.0,31.86,23.29,19.52,15.29,5.75,3.71,2.3,1.66,1.38,1.0,0.19,0.1,0.06,0.05,2.05,0.54,0.48,0.37,0.28,198.0,36.77,18.39,12.26,9.19,403.29,97.11,48.56,32.37,24.28,163.64,23.38,11.69,23.38,17.53,1.0,0.14,0.07,0.14,0.11,34.43,28.459130434782605
81,muebles,"consolas, recibidores y tocadores",200.0,0.38,0.26,0.23,0.19,0.18,2938.0,3025.57,2394.71,1855.62,1537.79,17.0,18.86,15.0,12.14,9.79,0.005786249149081007,0.01,0.01,0.01,0.01,37.0,33.29,32.57,23.95,20.96,6.42,4.82,3.71,2.71,2.13,0.0,0.24,0.14,0.09,0.07,0.0,0.52,0.53,0.45,0.34,0.0,38.12,23.3,15.54,11.65,0.0,84.65,62.08,41.38,31.04,147.27,44.42,22.21,14.81,22.79,1.0,0.29,0.14,0.1,0.14,0.0,22.9392523364486
84,muebles,"consolas, recibidores y tocadores",200.0,0.51,0.41,0.32,0.26,0.22,2584.0,2489.0,2804.79,2183.0,1766.46,13.0,14.14,15.36,12.95,10.68,0.005030959752321981,0.01,0.01,0.01,0.01,9.0,33.29,31.29,27.52,22.64,6.59,5.59,4.81,3.61,2.81,0.0,0.05,0.14,0.09,0.07,0.07,0.12,0.32,0.36,0.34,0.0,4.92,23.3,15.54,11.65,16.5,13.47,52.84,42.17,31.63,147.27,42.08,32.73,21.82,22.21,1.0,0.29,0.21,0.14,0.14,0.0,22.347496206373293
91,muebles,"consolas, recibidores y tocadores",200.0,0.26,0.26,0.34,0.3,0.26,566.0,410.86,1449.93,2006.81,1739.96,2.0,2.14,8.14,10.95,10.25,0.00353356890459364,0.01,0.01,0.01,0.01,28.0,8.0,20.64,23.52,22.64,0.52,0.58,3.09,3.4,2.85,0.0,0.0,0.02,0.09,0.07,0.0,0.0,0.06,0.21,0.27,0.0,0.0,2.46,15.54,11.65,0.0,0.0,6.74,35.23,31.63,163.64,23.38,32.73,29.61,22.21,1.0,0.14,0.21,0.19,0.14,0.0,314.6923076923077
117,muebles,"consolas, recibidores y tocadores",200.0,0.51,0.39,0.38,0.42,0.37,977.0,941.14,810.93,641.9,574.64,6.0,5.57,5.07,3.95,3.57,0.006141248720573183,0.01,0.01,0.01,0.01,19.0,12.0,15.29,11.95,11.61,3.06,2.3,2.03,1.59,1.35,0.5,0.07,0.04,0.02,0.02,1.0,0.14,0.07,0.05,0.05,99.0,14.14,7.07,4.71,3.54,198.0,28.29,14.14,9.43,10.03,163.64,23.38,11.69,7.79,11.69,1.0,0.14,0.07,0.05,0.07,32.35,53.47712418300653
123,muebles,"consolas, recibidores y tocadores",200.0,0.15,0.39,0.38,0.37,0.4,538.0,734.57,821.29,753.14,637.96,3.0,6.0,5.86,5.14,4.29,0.005576208178438661,0.01,0.01,0.01,0.01,9.0,9.43,11.36,12.43,10.64,0.46,2.47,2.37,2.05,1.72,0.0,0.07,0.04,0.02,0.02,0.0,0.14,0.07,0.05,0.04,0.0,14.14,7.07,4.71,3.54,0.0,28.29,14.14,9.43,7.07,163.64,46.75,23.38,15.58,11.69,1.0,0.29,0.14,0.1,0.07,0.0,355.73913043478257
130,muebles,"consolas, recibidores y tocadores",200.0,0.23,0.36,0.37,0.37,0.37,1193.0,958.86,846.71,867.14,804.57,9.0,6.86,6.43,6.19,5.57,0.007544006705783738,0.01,0.01,0.01,0.01,19.0,20.14,14.79,14.29,14.36,2.05,2.15,2.31,2.3,2.07,0.0,0.0,0.04,0.02,0.02,0.0,0.17,0.16,0.1,0.08,0.0,0.0,7.07,4.71,3.54,0.0,33.67,30.98,20.65,15.49,147.27,21.04,33.9,22.6,16.95,1.0,0.14,0.21,0.14,0.11,0.0,71.8390243902439
136,muebles,"consolas, recibidores y tocadores",200.0,0.26,0.28,0.31,0.34,0.35,1022.0,961.14,913.21,867.76,873.32,10.0,7.86,6.93,6.71,6.5,0.009784735812133072,0.01,0.01,0.01,0.01,56.0,21.43,20.07,16.1,15.39,2.61,2.17,2.04,2.22,2.27,0.0,0.21,0.11,0.1,0.07,0.0,0.36,0.26,0.22,0.17,0.0,38.19,19.09,17.44,13.08,0.0,63.64,48.66,41.87,31.4,294.54,63.12,43.25,36.62,27.47,2.0,0.43,0.29,0.24,0.18,0.0,112.85057471264369
144,muebles,"consolas, recibidores y tocadores",200.0,0.32,0.32,0.3,0.32,0.34,899.0,916.57,900.14,919.71,873.43,7.0,5.43,6.5,6.62,6.46,0.00778642936596218,0.01,0.01,0.01,0.01,19.0,17.43,18.07,18.76,16.43,2.21,1.59,1.85,1.95,2.08,0.0,0.0,0.11,0.07,0.07,0.0,0.0,0.18,0.18,0.17,0.0,0.0,19.09,12.73,13.08,0.0,0.0,31.82,32.44,31.4,147.27,21.04,31.56,28.05,32.73,1.0,0.14,0.21,0.19,0.21,0.0,66.63800904977376
161,muebles,"consolas, recibidores y tocadores",200.0,0.43,0.3,0.28,0.3,0.29,1052.0,901.86,780.64,805.57,825.32,10.0,7.29,6.0,5.62,5.89,0.009505703422053232,0.01,0.01,0.01,0.01,28.0,22.71,15.36,17.86,17.07,4.3,2.3,1.74,1.67,1.7,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,9.55,0.0,0.0,0.0,0.0,15.91,139.09,19.87,9.94,13.64,20.75,1.0,0.14,0.07,0.1,0.14,0.0,32.34651162790698
190,muebles,"consolas, recibidores y tocadores",300.0,0.27,0.26,0.29,0.29,0.32,884.0,976.71,1242.0,1299.57,1162.54,4.0,4.57,6.43,7.19,6.64,0.004524886877828055,0.01,0.01,0.01,0.01,9.0,13.29,18.57,15.95,16.96,1.07,1.24,1.88,2.15,2.11,0.0,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.1,0.07,0.0,0.0,0.0,10.2,7.65,0.0,0.0,0.0,20.4,15.3,180.17,25.74,12.87,8.58,6.43,1.0,0.14,0.07,0.05,0.04,0.0,168.38317757009344
75,textil hogar,alfombras de bambú,50.0,0.24,0.28,0.29,0.25,0.24,614.0,330.71,363.57,302.95,292.75,4.0,1.71,1.93,1.71,1.89,0.0065146579804560255,0.01,0.01,0.01,0.01,9.0,6.57,6.57,4.81,4.25,0.96,0.48,0.66,0.56,0.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.12,33.58,16.79,11.19,9.87,1.0,0.86,0.43,0.29,0.25,0.0,38.666666666666664
79,textil hogar,alfombras de bambú,50.0,0.32,0.32,0.31,0.28,0.27,382.0,572.57,419.43,401.52,340.89,2.0,3.57,2.71,2.29,2.14,0.005235602094240838,0.01,0.01,0.01,0.01,9.0,6.57,7.93,5.71,5.25,0.65,1.16,0.94,0.79,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.11,21.21,22.09,14.73,12.52,1.0,0.57,0.57,0.38,0.32,0.0,57.09230769230769
133,textil hogar,alfombras de bambú,50.0,0.3,0.35,0.21,0.16,0.2,1496.0,1063.57,557.21,411.57,337.71,11.0,9.0,4.57,3.14,2.75,0.007352941176470587,0.01,0.01,0.01,0.01,28.0,9.29,4.64,3.52,2.96,3.3,2.86,1.47,1.02,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,4.24,2.12,1.41,1.06,37.11,5.3,2.65,7.66,5.74,1.0,0.14,0.07,0.19,0.14,0.0,11.245454545454546
135,textil hogar,alfombras de bambú,50.0,0.47,0.36,0.27,0.18,0.23,1217.0,1374.86,765.5,516.57,441.86,5.0,10.0,5.57,3.71,3.25,0.004108463434675432,0.01,0.01,0.01,0.01,19.0,10.71,6.0,4.43,3.64,2.35,3.3,1.87,1.25,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.41,1.06,37.11,10.6,5.3,9.43,7.07,1.0,0.29,0.14,0.24,0.18,0.0,15.791489361702126
136,textil hogar,alfombras de bambú,50.0,0.33,0.34,0.29,0.19,0.24,478.0,1387.57,799.64,533.1,458.93,1.0,9.71,5.64,3.76,3.29,0.0020920502092050207,0.01,0.01,0.01,0.01,19.0,10.71,7.36,5.33,4.32,0.33,3.14,1.89,1.26,1.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.12,1.41,1.06,37.11,15.9,7.95,11.19,8.39,1.0,0.43,0.21,0.29,0.21,0.0,112.45454545454545
36,muebles,"consolas, recibidores y tocadores",200.0,0.27,0.19,0.16,0.16,0.16,229.0,203.71,198.33,198.33,198.33,2.0,2.29,2.11,2.11,2.11,0.008733624454148471,0.01,0.01,0.01,0.01,9.0,5.29,6.22,6.22,6.22,0.54,0.43,0.39,0.39,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441.82,63.12,49.09,49.09,49.09,3.0,0.43,0.33,0.33,0.33,0.0,818.1851851851851
64,muebles,"consolas, recibidores y tocadores",200.0,0.16,0.19,0.2,0.2,0.2,545.0,330.57,365.86,397.95,358.04,6.0,3.71,3.5,3.81,3.39,0.011009174311926606,0.01,0.01,0.01,0.01,9.0,23.71,17.21,16.38,18.96,0.96,0.72,0.7,0.78,0.7,0.0,0.0,0.09,0.06,0.05,0.0,0.06,0.24,0.25,0.26,0.0,0.0,8.05,5.37,4.03,0.0,2.87,10.48,6.99,5.24,163.64,23.38,23.38,15.58,11.69,1.0,0.14,0.14,0.1,0.07,0.0,170.45833333333331
67,muebles,"consolas, recibidores y tocadores",200.0,0.09,0.17,0.2,0.19,0.2,302.0,412.57,362.36,418.0,381.79,4.0,4.43,3.57,3.71,3.57,0.01324503311258278,0.01,0.01,0.01,0.01,37.0,21.14,19.86,15.48,18.29,0.36,0.78,0.7,0.71,0.72,0.0,0.0,0.0,0.06,0.05,0.0,0.14,0.1,0.3,0.23,0.0,0.0,0.0,5.37,4.03,0.0,0.0,1.44,6.99,5.24,163.64,46.75,23.38,23.38,17.53,1.0,0.29,0.14,0.14,0.11,0.0,454.55555555555554
72,muebles,"consolas, recibidores y tocadores",200.0,0.16,0.17,0.18,0.19,0.2,446.0,444.14,401.86,389.9,413.86,3.0,5.0,4.64,4.14,4.25,0.006726457399103139,0.01,0.01,0.01,0.01,37.0,20.0,19.21,18.14,16.61,0.49,0.9,0.86,0.8,0.83,0.33,0.05,0.02,0.08,0.06,0.73,0.4,0.3,0.34,0.32,59.4,8.49,4.24,8.2,6.15,130.68,19.61,11.24,13.53,10.14,147.27,44.42,33.9,30.39,22.79,1.0,0.29,0.21,0.19,0.14,121.22,300.5510204081633
73,muebles,"consolas, recibidores y tocadores",200.0,0.2,0.18,0.19,0.2,0.2,581.0,455.43,430.07,395.76,425.14,5.0,5.43,4.79,4.24,4.25,0.008605851979345954,0.01,0.01,0.01,0.01,19.0,22.71,19.93,19.05,16.29,1.0,0.99,0.9,0.82,0.83,0.0,0.05,0.02,0.08,0.06,0.0,0.4,0.27,0.34,0.32,0.0,8.49,4.24,8.2,6.15,0.0,19.61,9.8,13.53,10.14,147.27,65.45,44.42,37.4,28.05,1.0,0.43,0.29,0.24,0.18,0.0,147.27
79,muebles,"consolas, recibidores y tocadores",200.0,0.31,0.28,0.23,0.22,0.22,1298.0,852.0,648.07,551.9,505.43,13.0,7.43,6.21,5.57,4.96,0.010015408320493066,0.01,0.01,0.01,0.01,56.0,20.0,20.0,19.48,18.61,3.98,2.13,1.51,1.28,1.13,0.67,0.1,0.07,0.05,0.08,1.27,0.3,0.35,0.3,0.33,151.2,21.6,15.04,10.03,11.55,287.28,46.45,33.03,22.98,21.76,147.28,42.08,43.25,36.62,33.31,1.0,0.29,0.29,0.24,0.21,37.99,37.005025125628144
80,muebles,"consolas, recibidores y tocadores",200.0,0.2,0.28,0.23,0.22,0.22,1437.0,974.29,714.86,611.48,540.39,18.0,9.29,7.36,6.29,5.5,0.012526096033402923,0.01,0.01,0.01,0.01,19.0,20.0,21.36,19.95,19.29,3.61,2.5,1.75,1.43,1.24,0.0,0.1,0.07,0.05,0.08,0.05,0.3,0.35,0.28,0.33,0.0,21.6,15.04,10.03,11.55,9.32,47.78,33.69,22.46,22.09,147.27,42.08,53.77,43.64,38.57,1.0,0.29,0.36,0.29,0.25,0.0,40.795013850415515
83,muebles,"consolas, recibidores y tocadores",200.0,0.55,0.35,0.3,0.25,0.25,2710.0,1634.14,1105.93,890.43,728.68,32.0,19.43,12.43,9.9,8.18,0.011808118081180813,0.01,0.01,0.01,0.01,56.0,44.14,30.79,25.81,25.32,17.54,7.84,4.59,3.32,2.66,1.0,0.24,0.14,0.1,0.07,2.0,0.59,0.35,0.38,0.3,178.2,47.06,27.77,18.51,13.89,356.4,98.69,59.15,39.43,30.29,294.54,84.16,63.12,57.66,43.25,2.0,0.57,0.43,0.38,0.29,10.16,16.79247434435576
98,muebles,"consolas, recibidores y tocadores",200.0,0.32,0.36,0.37,0.38,0.35,620.0,514.43,560.79,994.14,905.32,5.0,4.86,5.36,11.05,9.61,0.008064516129032258,0.01,0.01,0.01,0.01,9.0,1.29,5.36,19.62,18.39,1.58,1.77,2.03,4.66,3.82,0.0,0.0,0.0,0.08,0.07,0.0,0.14,0.07,0.24,0.21,0.0,0.0,0.0,15.69,13.89,0.0,19.07,9.54,39.25,34.34,163.64,23.38,35.07,51.43,49.09,1.0,0.14,0.21,0.33,0.32,0.0,103.56962025316454
101,muebles,"consolas, recibidores y tocadores",200.0,0.32,0.39,0.37,0.39,0.36,628.0,550.14,611.93,903.95,921.54,8.0,5.86,5.5,9.9,9.75,0.012738853503184714,0.01,0.01,0.01,0.01,19.0,5.29,5.36,15.62,16.71,2.52,2.21,2.09,4.42,3.94,0.5,0.07,0.04,0.07,0.08,1.0,0.29,0.14,0.19,0.22,101.97,14.57,7.28,13.34,15.41,203.94,48.21,24.1,33.04,36.72,163.64,46.75,35.07,45.2,44.42,1.0,0.29,0.21,0.29,0.29,40.46,64.93650793650794
108,muebles,"consolas, recibidores y tocadores",200.0,0.53,0.47,0.43,0.4,0.41,1312.0,982.14,766.14,735.33,923.5,10.0,7.43,6.64,6.14,9.29,0.007621951219512195,0.01,0.01,0.01,0.01,37.0,19.86,12.57,10.19,16.68,5.3,3.52,2.86,2.57,4.19,0.0,0.07,0.07,0.05,0.07,0.0,0.14,0.21,0.14,0.18,0.0,18.47,16.52,11.01,14.62,0.0,36.47,42.34,28.22,33.9,163.64,23.38,35.07,31.17,39.74,1.0,0.14,0.21,0.19,0.25,0.0,30.875471698113206
121,muebles,"consolas, recibidores y tocadores",200.0,0.27,0.36,0.41,0.42,0.41,237.0,812.29,1072.93,1010.1,891.18,4.0,6.71,9.86,8.95,7.96,0.016877637130801686,0.01,0.01,0.01,0.01,28.0,14.57,21.93,20.38,15.93,1.08,2.32,4.07,3.75,3.29,0.0,0.14,0.07,0.1,0.07,0.0,0.29,0.14,0.19,0.18,0.0,28.29,14.14,20.44,15.33,0.0,56.57,28.29,40.72,35.31,163.64,23.38,23.38,23.38,23.38,1.0,0.14,0.14,0.14,0.14,0.0,151.5185185185185
126,muebles,"consolas, recibidores y tocadores",200.0,0.32,0.33,0.35,0.39,0.39,703.0,383.86,740.36,903.24,878.79,10.0,4.71,6.5,8.52,7.93,0.014224751066856332,0.01,0.01,0.01,0.01,19.0,17.43,16.71,20.9,18.64,3.23,1.54,2.27,3.46,3.2,0.0,0.0,0.07,0.05,0.07,0.0,0.0,0.14,0.1,0.14,0.0,0.0,14.14,9.43,15.33,0.0,0.0,28.29,18.86,30.54,147.27,44.42,22.21,22.6,22.79,1.0,0.29,0.14,0.14,0.14,0.0,45.59442724458205
144,muebles,"consolas, recibidores y tocadores",200.0,0.26,0.31,0.3,0.31,0.31,950.0,943.86,1130.0,1108.9,986.32,8.0,7.71,10.57,10.67,9.68,0.008421052631578947,0.01,0.01,0.01,0.01,9.0,17.29,23.36,24.52,23.39,2.12,2.49,3.22,3.23,2.97,0.0,0.0,0.01,0.02,0.05,0.0,0.0,0.01,0.03,0.1,0.0,0.0,1.77,2.92,9.26,0.0,0.0,1.77,4.65,17.63,147.27,21.04,10.52,21.04,21.62,1.0,0.14,0.07,0.14,0.14,0.0,69.46698113207547
146,muebles,"consolas, recibidores y tocadores",200.0,0.26,0.28,0.3,0.3,0.31,732.0,885.29,1067.71,1148.9,967.61,8.0,7.0,9.29,10.95,9.43,0.01092896174863388,0.01,0.01,0.01,0.01,47.0,18.71,24.71,25.86,23.75,2.11,2.03,2.88,3.28,2.86,0.0,0.0,0.01,0.02,0.05,0.0,0.0,0.01,0.03,0.1,0.0,0.0,1.77,2.92,9.26,0.0,0.0,1.77,4.65,17.63,147.27,42.08,21.04,28.05,26.88,1.0,0.29,0.14,0.19,0.18,0.0,69.7962085308057
148,muebles,"consolas, recibidores y tocadores",200.0,0.28,0.25,0.3,0.29,0.3,737.0,833.71,970.07,1159.71,972.61,9.0,6.43,8.36,10.67,9.43,0.012211668928086837,0.01,0.01,0.01,0.01,19.0,14.71,19.36,25.86,23.43,2.5,1.63,2.53,3.12,2.8,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.03,0.02,0.0,0.0,1.77,2.92,2.19,0.0,0.0,1.77,4.65,3.49,294.55,84.16,42.08,28.05,37.4,2.0,0.57,0.29,0.19,0.25,0.0,117.82000000000001
149,muebles,"consolas, recibidores y tocadores",200.0,0.25,0.25,0.29,0.29,0.3,567.0,772.43,909.5,1151.9,984.39,8.0,6.71,8.36,10.62,9.57,0.014109347442680775,0.01,0.01,0.01,0.01,19.0,13.43,20.07,22.76,23.11,2.0,1.73,2.5,3.03,2.83,0.0,0.0,0.01,0.02,0.01,0.0,0.0,0.01,0.03,0.02,0.0,0.0,1.77,2.92,2.19,0.0,0.0,1.77,4.65,3.49,147.27,105.19,52.6,35.06,36.82,1.0,0.71,0.36,0.24,0.25,0.0,73.635
154,muebles,"consolas, recibidores y tocadores",200.0,0.24,0.26,0.26,0.29,0.29,782.0,613.86,740.29,879.57,1015.18,4.0,5.57,6.36,7.76,9.46,0.005115089514066497,0.01,0.01,0.01,0.01,47.0,20.0,18.0,19.57,23.71,0.97,1.51,1.73,2.33,2.78,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,1.18,2.19,0.0,0.0,0.0,1.18,3.49,147.27,84.16,63.12,42.08,36.82,1.0,0.57,0.43,0.29,0.25,0.0,151.82474226804126
159,muebles,"consolas, recibidores y tocadores",200.0,0.26,0.26,0.25,0.27,0.28,1138.0,912.43,759.86,809.0,931.32,5.0,6.0,5.93,6.29,8.04,0.004393673110720564,0.01,0.01,0.01,0.01,37.0,21.43,20.07,19.14,21.71,1.28,1.63,1.56,1.75,2.34,2.0,0.29,0.14,0.1,0.08,4.0,0.57,0.29,0.19,0.15,501.0,71.57,35.79,23.86,18.78,1002.0,143.14,71.57,47.71,36.67,147.28,42.08,63.12,49.09,36.82,1.0,0.29,0.43,0.33,0.25,391.41,115.0625
