Conversiones;Valor de las conversiones;Path_1;Path_2;Path_3;Path_4;Path_5;Path_6;Path_7;Path_8;Path_9;Path_10;Path_11;Path_12;Path_13;Path_14;Path_15;Path_16;Path_17;Path_18;Path_19;Path_20;Path_21;Path_22;Path_23;Path_24;Path_25;Path_26;Path_27;Path_28;Path_29;Path_30;Path_31;Path_32;Path_33;Path_34;Path_35;Path_36;Path_37;Path_38;Path_39;Path_40;Path_41;Path_42;Path_43;Path_44;Path_45;Path_46;Path_47;Path_48;Path_49;Path_50;Path_51;Path_52;Path_53;Path_54;Path_55;Path_56;Path_57;Path_58;Path_59;Path_60;Path_61;Path_62;Path_63;Path_64;Path_65;Path_66;Path_67;Path_68;Path_69;Path_70;Path_71;Path_72;Path_73;Path_74
2;29,80 €;google / cpc ; google / cpc ; criteo / banner ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;181,28 €;google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;195,00 €;google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;56,20 €;google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;36,70 €;google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; google / organic ; (direct) / (none) ; google / cpc ; google / organic ; (direct) / (none) ; criteo / banner ; google / organic ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;133,90 €;google / cpc ; google / cpc ; criteo / banner ; facebook.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;22,90 €;google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;123,00 €;google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;52,40 €;google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,90 €;google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;32,90 €;google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;66,20 €;google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; google / organic ; google / cpc ; google / organic ; google / cpc ; google / cpc ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;44,80 €;google / cpc ; google / cpc ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;15,10 €;google / cpc ; google / cpc ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;134,90 €;google / cpc ; google / cpc ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;103,20 €;google / cpc ; google / cpc ; (direct) / (none) ; criteo / banner ; google / organic ; (direct) / (none) ; google / cpc ; Universal LDK / email ; Universal LDK / email ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;205,40 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;79,20 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;140,08 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;53,70 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;51,30 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;514,60 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;95,90 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;86,90 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;47,80 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;262,50 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; outlook.live.com / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;68,90 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;895,10 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;40,40 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;158,40 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;181,28 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / organic ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;21,50 €;google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,80 €;google / cpc ; google / cpc ; (direct) / (none) ; google / organic ; criteo / banner ; google / organic ; m.facebook.com / referral ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;119,80 €;google / cpc ; google / cpc ; (direct) / (none) ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;158,40 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;61,90 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;710,00 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;296,80 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; criteo / banner ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;198,00 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,90 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;50,90 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;45,10 €;google / cpc ; google / cpc ; google / organic ; google / cpc ; google / organic ; google / cpc ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;39,80 €;google / cpc ; google / cpc ; google / organic ; criteo / banner ; google / cpc ; yotpo / email ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;49,70 €;google / cpc ; google / cpc ; google / organic ; criteo / banner ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;55,10 €;google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / organic ; Universal LDK / email ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;36,40 €;google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; google / cpc ; google / cpc ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;29,90 €;google / cpc ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;165,00 €;google / cpc ; google / cpc ; webmail.unavarra.es / referral ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;68,30 €;google / cpc ; google / cpc ; es.informationvine.com / referral ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,20 €;google / cpc ; bing / organic ; (direct) / (none) ; google / cpc ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;36,60 €;google / cpc ; Universal LDK / email ; google / cpc ; google / cpc ; google / organic ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43,10 €;google / cpc ; Universal LDK / email ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;35,90 €;google / cpc ; Universal LDK / email ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;179,90 €;google / cpc ; Universal LDK / email ; Universal LDK / email ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;46,40 €;google / cpc ; Universal LDK / email ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;62,90 €;google / cpc ; criteo / banner ; outlook.live.com / referral ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;55,90 €;google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;51,50 €;google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;37,40 €;google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;187,50 €;google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;158,40 €;google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / organic ; criteo / banner ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;94,40 €;google / cpc ; criteo / banner ; google / cpc ; google / cpc ; criteo / banner ; Universal LDK / email ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; Universal LDK / email ; (direct) / (none) ; Universal LDK / email ; Universal LDK / email ; (direct) / (none) ; criteo / banner ; google / cpc ; criteo / banner ; (direct) / (none) ; google / organic ; Universal LDK / email ; Universal LDK / email ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;202,50 €;google / cpc ; criteo / banner ; google / cpc ; (direct) / (none) ; criteo / banner ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;165,60 €;google / cpc ; criteo / banner ; google / cpc ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;60,00 €;google / cpc ; criteo / banner ; google / cpc ; google / organic ; google / cpc ; google / organic ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,90 €;google / cpc ; criteo / banner ; (direct) / (none) ; m.facebook.com / referral ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;43,10 €;google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;114,43 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;88,90 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email ; google / cpc ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;77,80 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; Universal LDK / email;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;134,40 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;165,00 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;14,90 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;321,36 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;93,30 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / organic ; google / cpc ; (direct) / (none) ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;330,00 €;google / cpc ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; edu.xunta.es / referral;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;60,00 €;google / cpc ; criteo / banner ; (direct) / (none) ; google / organic ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;79,80 €;google / cpc ; criteo / banner ; (direct) / (none) ; google / organic ; google / cpc ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; criteo / banner ; google / cpc ; google / organic ; google / cpc ; criteo / banner ; google / cpc ; google / cpc ; google / organic ; google / cpc ; criteo / banner ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / organic ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;55,90 €;google / cpc ; criteo / banner ; (direct) / (none) ; google / organic ; criteo / banner ; (direct) / (none) ; google / organic ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;30,20 €;google / cpc ; criteo / banner ; (direct) / (none) ; google / organic ; criteo / banner ; google / organic ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;23,90 €;google / cpc ; criteo / banner ; criteo / (not set) ; criteo / banner ; (direct) / (none) ; (direct) / (none) ; google / organic ; (direct) / (none) ; criteo / banner ; (direct) / (none) ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1.534,90 €;google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; google / organic ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;337,50 €;google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; google / cpc ; criteo / banner;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;16,90 €;google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;36,70 €;google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc ; (direct) / (none) ; google / cpc ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;19,90 €;google / cpc ; (direct) / (none) ; google / cpc ; google / cpc ; google / cpc ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; (direct) / (none) ; google / cpc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
