,Reference,Name,Date,Net_Incomes,Units_sold
7207,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-10-26,163.64,1
7208,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-06,163.64,1
7209,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-09,163.64,1
7210,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-14,147.27,1
7211,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-15,147.27,1
7212,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-21,147.28,1
7213,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-22,147.27,1
7214,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-25,294.54,2
7215,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-29,163.64,1
7216,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-11-30,163.64,1
7217,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-12-10,163.64,1
7218,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-12-13,163.64,1
7219,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2018-12-20,163.64,1
7220,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-02,163.64,1
7221,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-07,147.27,1
7222,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-08,147.27,1
7223,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-25,147.27,1
7224,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-27,147.27,1
7225,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-29,294.55,2
7226,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-01-30,147.27,1
7227,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-04,147.27,1
7228,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-09,147.28,1
7229,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-16,139.09,1
7230,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-17,139.09,1
7231,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-19,139.09,1
7232,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-20,139.09,1
7233,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-23,139.09,1
7234,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-02-24,132.14,1
7235,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-03-01,163.64,1
7236,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-03-06,180.17,1
7237,51136,CONSOLA 4 PUERTAS Y 3 CAJONES NEGRO,2019-03-11,180.17,1
